Name,Publisher,Global_Sales
Bomberman,Konami Digital Entertainment,0.15
Bomberman: Act Zero,Konami Digital Entertainment,0.04
Bomberman Generation,Vivendi Games,0.25
Bomberman Jetters,Hudson Soft,0.08
Bomberman Land,Rising Star Games,0.17
Bomberman Land,Hudson Entertainment,0.06
Bomberman Party Edition,Virgin Interactive,0.12
Boogie,Electronic Arts,0.49
Boom Blox,Electronic Arts,1.21
Boom Blox Bash Party,Electronic Arts,0.46
Borderlands,Take-Two Interactive,3.44
Borderlands,Take-Two Interactive,2.09
Borderlands,Take-Two Interactive,0.18
Borderlands: The Handsome Collection,Take-Two Interactive,0.88
Borderlands: The Handsome Collection,Take-Two Interactive,0.43
Borderlands: The Pre-Sequel,Take-Two Interactive,0.72
Borderlands: The Pre-Sequel,Take-Two Interactive,0.61
Borderlands: The Pre-Sequel,Take-Two Interactive,0.29
Borderlands 2,Take-Two Interactive,3.05
Borderlands 2,Take-Two Interactive,2.23
Borderlands 2,Take-Two Interactive,0.93
Borderlands 2,Take-Two Interactive,0.64
Botanicula,Daedalic Entertainment,0.03
Bound By Flame,Focus Home Interactive,0.19
Bounty Hounds,Namco Bandai Games,0.03
Braid,Number None,0.03
Brain Age: Concentration Training,Nintendo,0.09
Brain Age: Train Your Brain in Minutes a Day,Nintendo,20.15
Brain Age 2: More Training in Minutes a Day,Nintendo,15.29
Brain Boost: Beta Wave,505 Games,0.15
Brain Challenge,Ubisoft,0.45
Brandish: The Dark Revenant,Falcom Corporation,0.02
Bratz: Rock Angelz,THQ,0.38
Brave: A Warrior's Tale,SouthPeak Games,0.06
Brave Fencer Musashi,SquareSoft,1.14
Bravely Second: End Layer,Nintendo,0.49
Breach,Destineer,0.01
Breakdown,Electronic Arts,0.12
Breath of Fire,Ubisoft,0.22
Breath of Fire: Dragon Quarter,Capcom,0.19
Breath of Fire II,Ubisoft,0.19
Breath of Fire IV,Capcom,0.56
Brink,Bethesda Softworks,1.03
Brink,Bethesda Softworks,0.73
Brink,Bethesda Softworks,0.18
Britney's Dance Beat,THQ,0.24
Britney's Dance Beat,THQ,0.22
Broken Sword: Shadow of the Templars - The Director's Cut,Ubisoft,0.24
Broken Sword: The Shadow of the Templars,BAM! Entertainment,0.06
Broken Sword: The Sleeping Dragon,THQ,0.02
Broken Sword 5: The Serpent's Curse,Revolution Software,0.07
Broken Sword 5: The Serpent's Curse,Revolution Software,0.02
Brothers: A Tale of Two Sons,505 Games,0.14
Brothers: A Tale of Two Sons,505 Games,0.04
Brothers In Arms: D-Day,Ubisoft,0.46
Brothers in Arms: Double Time,Ubisoft,0.13
Brothers In Arms: Earned in Blood,Ubisoft,0.46
Brothers In Arms: Earned in Blood,Ubisoft,0.31
Brothers in Arms: Hell's Highway,Ubisoft,0.93
Brothers in Arms: Hell's Highway,Ubisoft,0.87
Brothers in Arms: Hell's Highway,Ubisoft,0.02
Brothers In Arms: Road to Hill 30,Ubisoft,0.66
Brothers In Arms: Road to Hill 30,Ubisoft,0.46
Brothers In Arms DS,Ubisoft,0.04
Bruce Lee: Quest of the Dragon,Universal Interactive,0.31
Brunswick Pro Bowling,505 Games,0.38
Brutal Legend,Electronic Arts,0.97
Brutal Legend,Electronic Arts,0.94
Brute Force,Microsoft Game Studios,0.83
Bubble Bobble Double Shot,Rising Star Games,0.04
Bubble Bobble Revolution,Atari,0.05
Buffy the Vampire Slayer,Electronic Arts,0.23
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,0.18
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,0.12
Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,0.03
Buffy the Vampire Slayer: Wrath of the Darkhul King,THQ,0.03
Build-A-Bear Workshop,Game Factory,0.93
Bujingai: The Forsaken City,505 Games,0.1
Bulletstorm,Electronic Arts,1.02
Bulletstorm,Electronic Arts,0.53
Bulletstorm,Electronic Arts,0.16
Bullet Witch,Atari,0.1
Bully,Take-Two Interactive,0.94
Bully: Scholarship Edition,Take-Two Interactive,1.06
Bully: Scholarship Edition,Take-Two Interactive,0.5
Bully: Scholarship Edition,Take-Two Interactive,0.03
Burnout,Acclaim Entertainment,0.74
Burnout,Acclaim Entertainment,0.3
Burnout,Acclaim Entertainment,0.13
Burnout 2: Point of Impact,Acclaim Entertainment,0.85
Burnout 2: Point of Impact,Acclaim Entertainment,0.24
Burnout 2: Point of Impact,Acclaim Entertainment,0.15
Burnout 3: Takedown,Electronic Arts,2.68
Burnout 3: Takedown,Electronic Arts,1.31
Burnout Dominator,Electronic Arts,0.45
Burnout Legends,Electronic Arts,0.84
Burnout Legends,Electronic Arts,0.18
Burnout Paradise,Electronic Arts,1.94
Burnout Paradise,Electronic Arts,1.35
Burnout Paradise: The Ultimate Box,Electronic Arts,0.09
Burnout Revenge,Electronic Arts,0.9
Burnout Revenge,Electronic Arts,0.53
Burnout Revenge,Electronic Arts,0.5
Bushido Blade,Sony Computer Entertainment,1.16
Bus Simulator 16,Astragon,0.03
Bust A Groove 2,Enix Corporation,0.26
Bust-A-Move DS,505 Games,0.11
Bust-A-Move Universe,Square Enix,0.31
Buzz Lightyear of Star Command,Activision,0.63
C.O.P.: The Recruit,Ubisoft,0.08
C.O.R.E.,Graffiti,0.04
Cabela's African Safari,Activision Value,0.14
Cabela's Alaskan Adventure,Activision,0.13
Cabela's Big Game Hunter,Activision,1.42
Cabela's Big Game Hunter 2005 Adventures,Activision,0.56
Cabela's Big Game Hunter 2005 Adventures,Activision,0.18
Cabela's Dangerous Hunts,Zoo Digital Publishing,1.17
Cabela's Dangerous Hunts 2009,Activision Value,0.13
Cabela's Dangerous Hunts 2011,Activision,0.33
Cabela's Deer Hunt: 2004 Season,Activision Value,0.21
Cabela's Deer Hunt 2005 Season,Activision,0.11
Cabela's North American Adventures,Activision,0.11
Cabela's Trophy Bucks,Activision Value,0.05
Caesar IV,Vivendi Games,0.04
Cake Mania,Majesco Entertainment,0.11
Calling,Konami Digital Entertainment,0.11
Call of Cthulhu: Dark Corners of the Earth,Take-Two Interactive,0.06
Call of Duty: Advanced Warfare,Activision,7.66
Call of Duty: Advanced Warfare,Activision,5.27
Call of Duty: Advanced Warfare,Activision,0.41
Call of Duty: Black Ops,Activision,14.61
Call of Duty: Black Ops,Activision,12.63
Call of Duty: Black Ops,Activision,1.37
Call of Duty: Black Ops,Activision,0.58
Call of Duty: Black Ops II,Activision,13.79
Call of Duty: Black Ops II,Activision,13.67
Call of Duty: Black Ops II,Activision,1.53
Call of Duty: Black Ops II,Activision,0.41
Call of Duty: Finest Hour,Activision,2.89
Call of Duty: Finest Hour,Activision,1.21
Call of Duty: Finest Hour,Activision,0.4
Call of Duty: Ghosts,Activision,10.25
Call of Duty: Ghosts,Activision,9.36
Call of Duty: Ghosts,Activision,3.83
Call of Duty: Ghosts,Activision,2.92
Call of Duty: Ghosts,Activision,0.34
Call of Duty: Infinite Warfare,Activision,4.46
Call of Duty: Infinite Warfare,Activision,2.42
Call of Duty: Infinite Warfare,Activision,0.14
Call of Duty: Modern Warfare 2,Activision,13.47
Call of Duty: Modern Warfare 2,Activision,10.6
Call of Duty: Modern Warfare 2,Activision,0.88
Call of Duty: Modern Warfare 3,Activision,14.73
Call of Duty: Modern Warfare 3,Activision,13.32
Call of Duty: Modern Warfare 3,Activision,1.72
Call of Duty: Modern Warfare 3,Activision,0.82
Call of Duty: Roads to Victory,Activision,2.13
Call of Duty: World at War,Activision,7.38
Call of Duty: World at War,Activision,5.39
Call of Duty: World at War,Activision,1.94
Call of Duty: World at War,Activision,0.89
Call of Duty: World at War,Activision,0.18
Call of Duty 2,Activision,2.03
Call of Duty 2,Activision,0.06
Call Of Duty 2: Big Red One,Activision,2.67
Call Of Duty 2: Big Red One,Activision,1.12
Call Of Duty 2: Big Red One,Activision,0.33
Call of Duty 3,Activision,2.7
Call of Duty 3,Activision,1.5
Call of Duty 3,Activision,1.07
Call of Duty 4: Modern Warfare,Activision,9.31
Call of Duty 4: Modern Warfare,Activision,6.68
Call of Duty 4: Modern Warfare,Activision,1.15
Call of Duty 4: Modern Warfare,Activision,1.05
Call of Duty Black Ops: Declassified,Activision,1.47
Call of Juarez,Ubisoft,0.01
Call of Juarez,Ubisoft,0.18
Call of Juarez: Bound in Blood,Ubisoft,0.88
Call of Juarez: Bound in Blood,Ubisoft,0.6
Call of Juarez: Bound in Blood,Ubisoft,0.03
Call of Juarez: The Cartel,Ubisoft,0.29
Call of Juarez: The Cartel,Ubisoft,0.27
Call of Juarez: The Cartel,Ubisoft,0.11
Capcom Classics Collection,Capcom,0.51
Capcom Classics Collection Remixed,Capcom,0.3
Capcom Digital Collection,Capcom,0.02
Capcom Fighting Evolution,Capcom,0.2
Capcom vs. SNK,Virgin Interactive,0.22
Capcom vs. SNK 2: Mark of the Millennium 2001,Capcom,0.75
Capcom vs. SNK 2 EO,Capcom,0.11
Capcom vs. SNK 2 EO,Capcom,0.1
Captain America: Super Soldier,Sega,0.19
Captain America: Super Soldier,Sega,0.17
Captain America: Super Soldier,Sega,0.08
Captain Morgane and the Golden Turtle,Reef Entertainment,0.03
Captain Toad: Treasure Tracker,Nintendo,1.19
Carmageddon: Max Damage,Stainless Games,0.02
Carmageddon: Max Damage,Stainless Games,0.01
Carnival Games,Take-Two Interactive,4.05
Carnival Games,Take-Two Interactive,2.03
Carnival Games: Mini Golf,Take-Two Interactive,1.56
Carnival Island,Sony Computer Entertainment,0.23
Cars,THQ,1.21
Cars,THQ,1.2
Cars,THQ,1.13
Cars,THQ,0.97
Cars,THQ,0.93
Cars,THQ,0.25
Cars: Mater-National Championship,THQ,0.68
Cars: Mater-National Championship,THQ,0.41
Cars: Mater-National Championship,THQ,0.14
Cars: Race-O-Rama,THQ,0.15
Cartoon Network: Punch Time Explosion,Deep Silver,0.1
Casper: Spirit Dimensions,TDK Mediactive,0.14
Castle of Shikigami III,PQube,0.04
Castle Shikigami 2,Play It,0.02
Castlevania: Aria of Sorrow,Konami Digital Entertainment,0.28
Castlevania: Circle of the Moon,Konami Digital Entertainment,0.89
Castlevania: Curse of Darkness,Konami Digital Entertainment,0.42
Castlevania: Curse of Darkness,Konami Digital Entertainment,0.12
Castlevania: Dawn of Sorrow,Konami Digital Entertainment,0.43
Castlevania: Harmony of Dissonance,Konami Digital Entertainment,0.26
Castlevania: Lament of Innocence,Konami Digital Entertainment,0.94
Castlevania: Lords of Shadow,Konami Digital Entertainment,1.1
Castlevania: Lords of Shadow,Konami Digital Entertainment,0.66
Castlevania: Lords of Shadow 2,Konami Digital Entertainment,0.2
Castlevania: Lords of Shadow 2,Konami Digital Entertainment,0.09
Castlevania: Lords of Shadow 2,Konami Digital Entertainment,0.04
Castlevania: Order of Ecclesia,Konami Digital Entertainment,0.36
Castlevania: Portrait of Ruin,Konami Digital Entertainment,0.4
Castlevania: Symphony of the Night,Konami Digital Entertainment,1.27
Castlevania: The Dracula X Chronicles,Konami Digital Entertainment,0.41
Castlevania Chronicles,Konami Digital Entertainment,0.13
Castlevania Double Pack,Konami Digital Entertainment,0.1
Castlevania Judgment,Konami Digital Entertainment,0.16
Catherine,Deep Silver,0.7
Catherine,Deep Silver,0.31
Catwoman,Electronic Arts,0.17
Catwoman,Electronic Arts,0.07
Catwoman,Electronic Arts,0.06
Cave Story 3D,Nippon Ichi Software,0.14
Cel Damage,Electronic Arts,0.12
Cel Damage,Electronic Arts,0.06
Celebrity Sports Showdown,Electronic Arts,0.45
Ceville,Kalypso Media,0.02
Champions: Return to Arms,Sony Online Entertainment,0.65
Champions of Norrath,Sony Online Entertainment,1.28
Chaos Legion,Capcom,0.3
Chaos Wars,Idea Factory,0.04
Chaotic: Shadow Warriors,Activision,0.16
Charlie's Angels,Ubisoft,0.02
Charlie and the Chocolate Factory,Global Star,0.35
Charlie and the Chocolate Factory,Global Star,0.3
Charlie and the Chocolate Factory,Global Star,0.18
Charlie and the Chocolate Factory,Global Star,0.11
Chase: Hollywood Stunt Driver,BAM! Entertainment,0.12
Chessmaster,Ubisoft,0.39
Chessmaster,Ubisoft,0.13
Chessmaster: The Art of Learning,Ubisoft,0.12
Chibi-Robo! Park Patrol,Unknown,0.19
Chicago Enforcer,Kemco,0.02
Chicken Run,Eidos Interactive,0.13
Chicken Shoot,Zoo Digital Publishing,0.35
Chicken Shoot,Zoo Digital Publishing,0.14
Child of Eden,Ubisoft,0.44
Child of Eden,Ubisoft,0.22
Child of Light,Ubisoft,0.07
Child of Light,Ubisoft,0.05
Children of Mana,Nintendo,0.48
Chili Con Carnage,Eidos Interactive,0.02
Chromehounds,Sega,0.28
Chrono Cross,SquareSoft,1.86
Chrono Trigger,Square Enix,1.34
Circus Maximus: Chariot Wars,THQ,0.07
Cities: Skylines,Paradox Interactive,0.14
Cities: Skylines Snowfall,Paradox Development,0.01
Cities in Motion,Paradox Interactive,0.05
Cities XL 2011,Focus Home Interactive,0.02
Cities XL 2012,Focus Home Interactive,0.07
City Crisis,Take-Two Interactive,0.13
City Life: World Edition,Monte Christo Multimedia,0.04
Clash of the Titans,Namco Bandai Games,0.31
Clash of the Titans,Namco Bandai Games,0.16
Classic NES Series: Castlevania,Nintendo,0.33
Classic NES Series: Donkey Kong,Nintendo,0.73
Classic NES Series: Dr. Mario,Nintendo,0.56
Classic NES Series: Metroid,Nintendo,0.43
Classic NES Series: Super Mario Bros.,Nintendo,1.43
Classic NES Series: The Legend of Zelda,Nintendo,0.89
Classic NES Series: Zelda II: The Adventure of Link,Nintendo,0.7
Class of Heroes,Acquire,0.14
Clive Barker's Jericho,Codemasters,0.32
Clive Barker's Jericho,Codemasters,0.2
Clive Barker's Jericho,Codemasters,0.01
Clock Tower 3,Capcom,0.33
Clock Tower II: The Struggle Within,Human Entertainment,0.17
Close Combat: First to Fight,Take-Two Interactive,0.18
Cloudy With a Chance of Meatballs,Ubisoft,0.11
Cloudy With a Chance of Meatballs,Ubisoft,0.1
Cloudy With a Chance of Meatballs,Ubisoft,0.09
Clubhouse Games,Nintendo,3.45
Coded Arms,Konami Digital Entertainment,0.75
Coded Arms: Contagion,Konami Digital Entertainment,0.06
Code Lyoko,Game Factory,0.05
Code Lyoko: Fall of X.A.N.A.,Game Factory,0.08
Code Lyoko: Quest for Infinity,Game Factory,0.09
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Global Star,0.1
Codename: Panzers Cold War,Atari,0.03
Codename: Panzers Phase Two,CDV Software Entertainment,0.01
Code Name: S.T.E.A.M.,Nintendo,0.21
Code of Princess,Agatsuma Entertainment,0.2
Cold Fear,Ubisoft,0.11
Cold Fear,Ubisoft,0.06
Cold War,DreamCatcher Interactive,0.02
Cold Winter,Vivendi Games,0.11
Colin McRae Rally 04,Codemasters,0.1
Colin McRae Rally 04,Codemasters,0.01
Colin McRae Rally 2.0,Codemasters,0.91
Colin McRae Rally 2005,Codemasters,0.05
Colin McRae Rally 2005,Codemasters,0.02
Colin McRae Rally 3,Codemasters,1.4
Colin McRae Rally 3,Codemasters,0.04
College Hoops 2K6,Take-Two Interactive,0.1
College Hoops 2K6,Take-Two Interactive,0.12
College Hoops 2K7,Take-Two Interactive,0.21
College Hoops 2K7,Take-Two Interactive,0.18
College Hoops 2K8,Take-Two Interactive,0.18
College Hoops 2K8,Take-Two Interactive,0.14
Colony Wars,Psygnosis,0.42
Colosseum: Road to Freedom,Tecmo Koei,0.07
Combat: Task Force 121,Zoo Digital Publishing,0.07
Combat Flight Simulator 3: Battle for Europe,Microsoft Game Studios,0.02
Combat Mission: Shock Force,Paradox Interactive,0.03
Combat of Giants: Dinosaurs 3D,Ubisoft,0.39
Commander: Conquest of the Americas,Paradox Interactive,0.03
Commandos: Strike Force,Eidos Interactive,0.06
Commandos 2: Men of Courage,Eidos Interactive,0.18
Commandos 2: Men of Courage,Eidos Interactive,0.07
Commandos 3: Destination Berlin,Eidos Interactive,0.02
Company of Heroes,THQ,0.05
Company of Heroes: Opposing Fronts,THQ,0.04
Company of Heroes: Tales of Valor,THQ,0.04
Company of Heroes 2,THQ,0.34
Conan,THQ,0.34
Conan,THQ,0.19
Conception II: Children of the Seven Stars,Screenlife,0.17
Conception II: Children of the Seven Stars,Screenlife,0.12
Condemned: Criminal Origins,Sega,0.41
Condemned 2: Bloodshot,Sega,0.63
Condemned 2: Bloodshot,Sega,0.39
Conduit 2,Sega,0.12
Conflict: Denied Ops,Eidos Interactive,0.19
Conflict: Denied Ops,Eidos Interactive,0.19
Conflict: Denied Ops,Eidos Interactive,0.01
Conflict: Desert Storm,Gotham Games,1.57
Conflict: Desert Storm,SCi,0.87
Conflict: Desert Storm,SCi,0.08
Conflict: Global Terror,Eidos Interactive,0.19
Conflict: Global Terror,SCi,0.1
Conflict: Vietnam,SCi,0.53
Conflict: Vietnam,SCi,0.22
Conflict Zone,Ubisoft,0.21
Constantine,SCi,0.11
Constantine,SCi,0.06
Contact,Rising Star Games,0.1
Contra: Shattered Soldier,Konami Digital Entertainment,0.58
Contra 4,Konami Digital Entertainment,0.3
Contrast,Focus Home Interactive,0.01
Cooking Mama,505 Games,5.63
Cooking Mama: Cook Off,505 Games,2.89
Cooking Mama: World Kitchen,505 Games,0.87
Cooking Mama 2: Dinner With Friends,505 Games,3.58
Cooking Mama 4: Kitchen Magic!,505 Games,0.61
Coraline,D3Publisher,0.11
Coraline,D3Publisher,0.05
Corpse Party: Blood Drive,Marvelous Interactive,0.18
Corpse Party: Book of Shadows,5pb,0.04
Corvette,TDK Mediactive,0.24
Corvette,TDK Mediactive,1.33
Cosmic Family,Ubisoft,0.08
Cossacks: European Wars,Strategy First,0.03
Counter-Strike,Microsoft Game Studios,1.11
Counter-Strike: Source,Vivendi Games,0.08
Crackdown,Microsoft Game Studios,1.75
Crackdown 2,Microsoft Game Studios,1.12
Cranium Kabookii,Ubisoft,0.14
Crash: Mind Over Mutant,Vivendi Games,0.5
Crash: Mind Over Mutant,Vivendi Games,0.47
Crash: Mind Over Mutant,Vivendi Games,0.43
Crash: Mind Over Mutant,Vivendi Games,0.42
Crash: Twinsanity,Vivendi Games,0.64
Crash: Twinsanity,Vivendi Games,0.15
Crash 'N' Burn,Eidos Interactive,0.21
Crash 'N' Burn,Eidos Interactive,0.09
Crash Bandicoot: The Huge Adventure,Universal Interactive,1.73
Crash Bandicoot: The Wrath of Cortex,Universal Interactive,5.42
Crash Bandicoot: The Wrath of Cortex,Universal Interactive,1.23
Crash Bandicoot: The Wrath of Cortex,Universal Interactive,0.59
Crash Bandicoot 2: N-Tranced,Vivendi Games,1.36
Crash Bandicoot 3: Warped,Sony Computer Entertainment,7.13
Crash Bandicoot Purple: Ripto's Rampage,Vivendi Games,0.64
Crash Bash,Sony Computer Entertainment,3.39
Crash Nitro Kart,Vivendi Games,1.95
Crash Nitro Kart,Vivendi Games,0.46
Crash Nitro Kart,Vivendi Games,0.31
Crash Nitro Kart,Vivendi Games,0.26
Crash of the Titans,Vivendi Games,0.48
Crash of the Titans,Vivendi Games,0.45
Crash of the Titans,Vivendi Games,0.41
Crash of the Titans,Vivendi Games,0.32
Crash Tag Team Racing,Vivendi Games,0.54
Crash Tag Team Racing,Vivendi Games,0.24
Crash Tag Team Racing,Vivendi Games,0.16
Crash Tag Team Racing,Vivendi Games,0.13
Crash Team Racing,Sony Computer Entertainment,4.79
Crazy Taxi,Acclaim Entertainment,2.52
Crazy Taxi,Acclaim Entertainment,0.49
Crazy Taxi: Catch a Ride,THQ,0.3
Crazy Taxi: Fare Wars,Sega,0.47
Crazy Taxi 2,Sega,0.07
Crazy Taxi 3: High Roller,Sega,0.2
Create,Electronic Arts,0.16
Create,Electronic Arts,0.14
Create,Electronic Arts,0.06
Crime Life: Gang Wars,Konami Digital Entertainment,0.05
Criminal Girls: Invite Only,Nippon Ichi Software,0.06
Crimson Gem Saga,Sega,0.06
Crimson Sea,Tecmo Koei,0.09
Crimson Sea 2,Tecmo Koei,0.07
Crimson Skies: High Road to Revenge,Microsoft Game Studios,0.87
Crimson Tears,Capcom,0.03
Crisis Core: Final Fantasy VII,Square Enix,3.18
Cross Edge,Nippon Ichi Software,0.23
CrossworDS,Deep Silver,0.55
