Name,Global_Sales,Critic_Score
One Piece: Burning Blood,0.35,66
One Piece: Burning Blood,0.1,62
One Piece: Burning Blood,0.06,60
One Piece: Pirate Warriors,1.18,64
One Piece: Pirate Warriors 2,0.66,71
One Piece: Pirate Warriors 3,0.46,74
One Piece: Pirate Warriors 3,0.17,76
One Piece: Unlimited Adventure,0.19,67
One Piece: Unlimited World Red,0.39,75
One Piece: Unlimited World Red,0.28,71
One Piece: Unlimited World Red,0.13,67
One Piece: Unlimited World Red,0.06,66
One Piece Unlimited Cruise SP,0.3,46
Oni,0.53,69
Onimusha: Blade Warriors,0.12,65
Onimusha: Dawn of Dreams,0.64,81
Onimusha: Warlords,2.7,86
Onimusha 2: Samurai's Destiny,2.25,84
Onimusha 3: Demon Siege,1.45,85
Onimusha Tactics,0.08,64
Online Chess Kingdoms,0.02,60
Open Season,0.11,59
Open Season,0.07,49
Operation: Vietnam,0.07,65
Operation Abyss: New Tokyo Legacy,0.1,66
Operation Darkness,0.07,46
Operation Flashpoint: Dragon Rising,0.93,77
Operation Flashpoint: Dragon Rising,0.91,76
Operation Flashpoint: Dragon Rising,0.05,76
Operation Flashpoint: Elite,0.04,64
Operation Flashpoint: Red River,0.32,67
Operation Flashpoint: Red River,0.28,69
Operation Flashpoint: Red River,0.07,67
Opoona,0.1,65
Order of War,0.02,69
Oreshika: Tainted Bloodlines,0.15,78
Orphen: Scion of Sorcery,0.31,54
Otogi: Myth of Demons,0.13,80
Otogi 2: Immortal Warriors,0.05,79
Outlaw Golf,0.29,72
Outlaw Tennis,0.04,66
Outlaw Volleyball,0.26,77
OutRun 2006: Coast 2 Coast,0.05,81
OutRun 2006: Coast 2 Coast,0.04,82
Over G Fighters,0.21,49
Overlord,0.4,76
Overlord,0.02,81
Overlord: Dark Legend,0.37,68
Overlord: Minions,0.07,58
Overlord: Raising Hell,0.12,72
Overlord II,0.32,75
Overlord II,0.32,72
Overlord II,0.03,79
Over the Hedge,0.54,58
Over the Hedge,0.35,61
Over the Hedge,0.27,71
Overwatch,2.14,90
Overwatch,1.06,91
Overwatch,0.53,91
P.T.O. IV: Pacific Theater of Operations,0.08,71
PAC-MAN and the Ghostly Adventures,0.08,51
PAC-MAN and the Ghostly Adventures,0.08,49
PAC-MAN and the Ghostly Adventures,0.05,58
Pac-Man and the Ghostly Adventures 2,0.11,60
Pac-Man and the Ghostly Adventures 2,0.09,59
Pac-Man Collection,2.94,79
Pac-Man Fever,0.51,47
Pac-Man Party,0.61,59
Pac-Man Party 3D,0.15,43
Pac-Man World 2,1.51,73
Pac-Man World 2,0.37,74
Pac-Man World 3,0.21,63
Pac-Man World 3,0.09,66
Pac-Man World 3,0.07,61
Pac-Man World Rally,0.08,57
Pac-Man World Rally,0.02,54
Pac-Pix,0.27,71
Painkiller,0.02,81
Painkiller: Hell Wars,0.04,68
Pandora's Tower,0.31,73
PANGYA: Fantasy Golf,0.14,77
Panzer Dragoon Orta,0.26,90
Paper Mario: Color Splash,0.42,75
Paper Mario: Sticker Star,2.3,75
Paper Mario: The Thousand-Year Door,2.25,87
PaRappa The Rapper,1.92,92
PaRappa The Rapper,0.14,67
PaRappa The Rapper 2,0.14,67
Parasite Eve,2.1,81
Parasite Eve II,0.58,79
ParaWorld,0.02,71
Pariah,0.1,70
Paris-Dakar Rally,0.15,36
Patapon,0.81,86
Patapon 2,0.1,81
Patapon 3,0.27,74
Patrician IV,0.04,66
Payday 2,0.57,75
Payday 2,0.43,74
Payday 2,0.05,79
PDC World Championship Darts 2008,0.24,51
Peggle: Dual Shot,0.12,84
Peggle Nights,0.02,76
Percy Jackson and the Olympians: The Lightning Thief,0.24,56
Perfect Dark Zero,0.77,81
Persona 2: Eternal Punishment,0.35,83
Persona 4: Arena,0.73,86
Persona 4: Arena,0.13,83
Persona 4: Arena Ultimax,0.14,84
Persona 4: Arena Ultimax,0.08,85
Persona 4: Dancing All Night,0.32,76
Persona 4: Golden,1.12,93
Personal Trainer: Cooking,3.11,81
Persona Q: Shadow of the Labyrinth,0.72,83
Peter Jackson's King Kong: The Official Game of the Movie,2.04,82
Peter Jackson's King Kong: The Official Game of the Movie,0.53,82
Peter Jackson's King Kong: The Official Game of the Movie,0.26,80
Peter Jackson's King Kong: The Official Game of the Movie,0.24,81
Peter Jackson's King Kong: The Official Game of the Movie,0.19,56
Peter Jackson's King Kong: The Official Game of the Movie,0.13,28
Phantasy Star Collection,0.11,76
Phantasy Star Online,0.2,89
Phantasy Star Online Episode III: C.A.R.D. Revolution,0.08,71
Phantasy Star Online Ver. 2,0.19,80
Phantasy Star Portable,0.94,64
Phantasy Star Portable 2,0.87,69
Phantasy Star Universe,0.19,68
Phantasy Star Universe,0.12,64
Phantom Brave,0.14,81
Phantom Brave: The Hermuda Triangle,0.09,65
Phantom Brave: We Meet Again,0.13,76
Phantom Crash,0.05,74
Phantom Dust,0.11,81
Phineas and Ferb,1.84,80
Phineas and Ferb: Across the 2nd Dimension,0.57,76
Phineas and Ferb: Across the 2nd Dimension,0.32,63
Phoenix Wright: Ace Attorney,0.92,81
Phoenix Wright: Ace Attorney Trilogy,0.02,81
Picross 3D,0.49,83
Picross DS,0.5,83
Piglet's Big Game,0.05,70
Pikmin,1.63,89
Pikmin 2,1.2,90
Pikmin 3,1.11,87
Pillars of Eternity,0.02,89
PilotWings Resort,0.95,71
Pimp My Ride,0.11,38
Pimp My Ride,0.11,26
Pinball Hall of Fame: The Gottlieb Collection,0.23,73
Pinball Hall of Fame: The Williams Collection,0.47,82
Pinball Hall of Fame: The Williams Collection,0.22,82
Pinball Hall of Fame: The Williams Collection,0.12,83
Pinball Hall of Fame: The Williams Collection,0.1,67
Ping Pals,0.11,28
Pirates: Legend of the Black Buccaneer,0.02,42
Pirates: The Legend of Black Kat,0.14,72
Pirates of the Burning Sea,0.02,76
Pirates of the Caribbean,0.29,65
Pirates of the Caribbean: At World's End,0.73,55
Pirates of the Caribbean: At World's End,0.45,53
Pirates of the Caribbean: At World's End,0.42,61
Pirates of the Caribbean: At World's End,0.42,54
Pirates of the Caribbean: At World's End,0.34,58
Pirates of the Caribbean: Dead Man's Chest,0.47,70
Pirates of the Caribbean: Dead Man's Chest,0.28,52
Pirates of the Caribbean: Dead Man's Chest,0.26,63
Pirates of the Caribbean: The Curse of the Black Pearl,1.29,49
Pirates of the Caribbean: The Legend of Jack Sparrow,0.25,51
Pitfall: The Lost Expedition,0.2,70
Pitfall: The Lost Expedition,0.08,73
Pitfall: The Lost Expedition,0.07,73
PixelJunk Monsters Deluxe,0.12,86
Planescape: Torment,0.03,91
Planet 51,0.2,53
Planet Puzzle League,0.33,86
Plants vs. Zombies,0.05,87
Plants vs. Zombies,0.26,89
Plants vs. Zombies,1.1,81
Plants vs. Zombies,0.2,85
Plants vs. Zombies: Garden Warfare,1.08,69
Plants vs. Zombies: Garden Warfare,0.69,76
Plants vs. Zombies: Garden Warfare,0.61,75
Plants vs. Zombies: Garden Warfare,0.02,78
Plants vs. Zombies: Garden Warfare 2,0.49,81
Plants vs. Zombies: Garden Warfare 2,0.48,80
Plants vs. Zombies: Garden Warfare 2,0.05,82
Playboy: The Mansion,0.2,59
Playboy: The Mansion,0.09,61
PlayStation All-Stars Battle Royale,0.95,74
PlayStation All-Stars Battle Royale,0.45,75
PlayStation Move Heroes,0.17,53
PlayStation VR Worlds,0.25,59
Point Blank 3,0.02,78
Pokemon Art Academy,0.49,76
Pokemon Battle Revolution,1.58,53
Pokemon Channel,0.38,55
Pokémon Colosseum,2.54,73
Pokemon Conquest,1.02,80
Pokemon Dash,0.77,46
Pokémon Emerald Version,6.41,76
Pokémon Mystery Dungeon: Blue Rescue Team,2.02,62
Pokemon Mystery Dungeon: Explorers of Sky,1.56,54
Pokemon Mystery Dungeon: Gates to Infinity,1.27,59
Pokémon Platinum Version,7.72,83
Pokemon Ranger,2.15,69
Pokemon Ranger: Guardian Signs,1.29,68
Pokemon Ranger: Shadows of Almia,2.28,68
Pokemon Rumble Blast,1.14,56
Pokemon Rumble World,0.09,58
Pokemon Super Mystery Dungeon,1.25,69
Pokemon XD: Gale of Darkness,1.25,64
PokePark 2: Wonders Beyond,0.75,60
PokéPark Wii: Pikachu's Adventure,1.17,62
Pokken Tournament,1.01,76
Polarium,0.26,73
Pony Friends,0.04,67
Pool Hall Pro,0.05,62
Pool Party,0.05,32
Popeye: Rush for Spinach,0.03,48
PoPoLoCrois,0.06,66
Portal 2,2.08,95
Portal 2,1.7,95
Portal 2,0.76,95
Portal Runner,0.13,53
Port Royale 2,0.04,75
Post Mortem,0.02,71
Powerdrome,0.01,69
Power Gig: Rise of the SixString,0.14,36
Power Gig: Rise of the SixString,0.12,36
Power Rangers: Dino Thunder,0.71,49
Power Rangers: Ninja Storm,0.33,55
Power Rangers: Wild Force,0.21,55
Power Stone Collection,0.1,74
PowerUp Heroes,0.3,61
PQ2: Practical Intelligence Quotient,0.05,74
Praetorians,0.04,78
Predator: Concrete Jungle,0.2,47
Predator: Concrete Jungle,0.1,46
Prey,0.32,79
Pride FC: Fighting Championships,0.3,73
Primal,0.43,73
Prince of Persia,1.07,85
Prince of Persia,1.01,81
Prince of Persia: Rival Swords,0.29,70
Prince of Persia: Rival Swords,0.11,74
Prince of Persia: The Fallen King,0.07,64
Prince of Persia: The Forgotten Sands,0.69,75
Prince of Persia: The Forgotten Sands,0.62,74
Prince of Persia: The Forgotten Sands,0.37,65
Prince of Persia: The Forgotten Sands,0.23,77
Prince of Persia: The Forgotten Sands,0.15,57
Prince of Persia: The Forgotten Sands,0.03,75
Prince of Persia: The Sands of Time,2.22,92
Prince of Persia: The Sands of Time,0.94,92
Prince of Persia: The Sands of Time,0.32,92
Prince of Persia: The Sands of Time,0.15,75
Prince of Persia: The Two Thrones,0.68,85
Prince of Persia: The Two Thrones,0.58,85
Prince of Persia: The Two Thrones,0.15,84
Prince of Persia: Warrior Within,1.64,83
Prince of Persia: Warrior Within,0.8,83
Prince of Persia: Warrior Within,0.2,83
Princess Debut,0.1,71
Prinny: Can I Really Be the Hero?,0.09,72
Prison Architect,0.03,80
Prison Architect,0.01,74
Prison Break: The Conspiracy,0.25,42
Prison Break: The Conspiracy,0.21,40
Pro Cycling Manager 2016,0.03,64
Pro Evolution Soccer 2008,3.63,82
Pro Evolution Soccer 2008,1.59,74
Pro Evolution Soccer 2008,1.07,76
Pro Evolution Soccer 2008,1.19,83
Pro Evolution Soccer 2008,0.98,80
Pro Evolution Soccer 2010,2.28,78
Pro Evolution Soccer 2010,0.81,78
Pro Evolution Soccer 2010,0.8,72
Pro Evolution Soccer 2010,0.51,82
Pro Evolution Soccer 2010,0.01,78
pro evolution soccer 2011,2.41,77
pro evolution soccer 2011,0.79,74
pro evolution soccer 2011,0.61,79
pro evolution soccer 2011,0.22,78
Pro Evolution Soccer 2011 3D,0.38,73
Pro Evolution Soccer 2012,2.19,80
Pro Evolution Soccer 2012,0.57,74
Pro Evolution Soccer 2012,0.5,78
Pro Evolution Soccer 2012,0.21,79
Pro Evolution Soccer 2012,0.09,77
Pro Evolution Soccer 2013,1.53,82
Pro Evolution Soccer 2013,0.31,82
Pro Evolution Soccer 2013,0.08,80
Pro Evolution Soccer 2014,0.95,78
Pro Evolution Soccer 2014,0.24,80
Pro Evolution Soccer 2014,0.1,74
Pro Evolution Soccer 2015,0.75,82
Pro Evolution Soccer 2015,0.14,79
Pro Evolution Soccer 2015,0.06,82
Pro Evolution Soccer 2016,0.79,87
Pro Evolution Soccer 2016,0.11,85
Pro Evolution Soccer 2016,0.04,76
Pro Evolution Soccer 2017,0.45,85
Pro Evolution Soccer 2017,0.05,87
Pro Evolution Soccer 2017,0.02,69
Professor Heinz Wolff's Gravity,0.17,63
Professor Layton and the Azran Legacy,0.75,81
Professor Layton and the Curious Village,5.19,85
Professor Layton and the Diabolical Box,3.94,84
Professor Layton and the Last Specter,2.67,83
Professor Layton and the Unwound Future,3.26,86
Professor Layton vs Phoenix Wright: Ace Attorney,0.8,79
Pro Fishing Challenge,0.02,62
Project: Snowblind,0.21,78
Project: Snowblind,0.11,79
Project CARS,1.09,83
Project CARS,0.26,81
Project CARS,0.13,83
Project Eden,0.09,71
Project Gotham Racing,2.12,85
Project Spark,0.17,73
Project Sylpheed: Arc of Deception,0.15,64
Project X Zone,0.39,70
Pro Race Driver,0.27,81
Pro Race Driver,0.04,80
Prototype: Biohazard Bundle,0.02,48
Prototype: Biohazard Bundle,0.01,56
Pryzm Chapter One: The Dark Unicorn,0.12,59
Psi-Ops: The Mindgate Conspiracy,0.29,84
Psi-Ops: The Mindgate Conspiracy,0.17,84
Psychonauts,0.12,88
Psychonauts,0.09,86
Psycho-Pass: Mandatory Happiness,0.04,72
Psycho-Pass: Mandatory Happiness,0.02,64
Puchi Puchi Virus,0.08,73
Pulse Racer,0.02,24
Pump It Up: Exceed,0.06,73
Pump It Up: Exceed,0.02,74
Puppeteer,0.26,80
Pure,2.47,85
Pure,0.89,83
Pure Futbol,0.24,46
Pure Futbol,0.18,38
Pure Pinball,0.04,68
Purr Pals,0.55,67
Pursuit Force,0.16,75
Pursuit Force: Extreme Justice,0.17,73
Puss in Boots,0.09,70
Putty Squad,0.16,38
Puzzle de Harvest Moon,0.13,41
Puzzle Kingdoms,0.13,64
Puzzle Quest: Challenge of the Warlords,0.34,82
Puzzle Quest: Challenge of the Warlords,0.29,71
Puzzle Quest: Challenge of the Warlords,0.12,78
Puzzle Quest: Challenge of the Warlords,0.02,84
Puzzle Quest: Galactrix,0.15,75
Puzzle Quest 2,0.11,74
Quake 4,0.37,75
Quake 4,0.02,81
Quake III: Revolution,0.21,84
Quantum Break,0.56,77
Quantum Break,0.02,66
Quantum Redshift,0.13,70
Quantum Theory,0.19,43
Quantum Theory,0.09,37
R: Racing Evolution,0.28,66
R.U.S.E.,0.5,76
R.U.S.E.,0.27,76
R.U.S.E.,0.27,78
R4: Ridge Racer Type 4,2.06,88
Rabbids Go Home,1.12,78
Rabbids Land,0.03,52
Race Driver 2006,0.03,81
RACE On,0.03,73
Race Pro,0.17,72
Racing Gears Advance,0.06,83
Racquet Sports,0.34,45
Racquet Sports,0.24,51
Radiant Historia,0.29,85
Radiata Stories,0.65,74
Rage,1.6,81
Rage,1.31,81
Rage,0.37,79
Ragnarok DS,0.22,53
Ragnarok Odyssey,0.4,66
Raiden Fighters Aces,0.08,73
Raiden IV,0.12,63
Railroad Tycoon 3,0.04,80
Rail Simulator,0.01,72
RalliSport Challenge,0.57,87
RalliSport Challenge 2,0.27,87
Rampage: Total Destruction,0.4,57
Rampage: Total Destruction,0.37,51
Rampage: Total Destruction,0.21,46
Rango: The Video Game,0.19,65
Rango: The Video Game,0.13,68
Rapala Fishing Frenzy 2009,0.17,31
Rapala Fishing Frenzy 2009,0.05,41
Rapala Pro Fishing,0.36,59
Rapala Tournament Fishing!,0.03,41
Rare Replay,0.79,84
Ratatouille,0.85,65
Ratatouille,0.66,64
Ratatouille,0.51,55
Ratatouille,0.5,62
Ratatouille,0.14,60
Ratchet: Deadlocked,1.24,81
Rave Master,0.05,60
Raven Squad: Operation Hidden Dagger,0.09,38
Raven Squad: Operation Hidden Dagger,0.02,39
Raving Rabbids: Travel in Time,0.75,62
Ray Gigant,0.04,72
Rayman 2: Revolution,0.3,90
Rayman 3,0.14,83
Rayman 3: Hoodlum Havoc,0.29,76
Rayman 3: Hoodlum Havoc,0.07,75
Rayman 3: Hoodlum Havoc,0.07,77
Rayman 3: Hoodlum Havoc,0.03,74
Rayman 3D,0.64,61
Rayman Advance,0.5,84
Rayman Arena,0.6,63
Rayman Arena,0.14,60
Rayman DS,0.26,58
Rayman Legends,0.66,92
Rayman Legends,0.58,91
Rayman Legends,0.43,90
Rayman Legends,1.01,90
Rayman Legends,0.34,91
Rayman Legends,0.14,87
Rayman Origins,1,87
Rayman Origins,0.78,87
Rayman Origins,0.55,92
Rayman Origins,0.54,88
Rayman Origins,0.15,71
Rayman Origins,0.08,86
Rayman Raving Rabbids,1.42,76
Rayman Raving Rabbids,0.01,58
Rayman Raving Rabbids,0.21,67
Rayman Raving Rabbids,0.14,56
Rayman Raving Rabbids: TV Party,2.03,73
Rayman Raving Rabbids 2,1.83,67
Rayman Raving Rabbids 2,0.8,57
RayStorm,0.07,79
Raze's Hell,0.05,71
RC Revenge Pro,0.17,49
Real Heroes: Firefighter,0.64,67
Reality Fighters,0.12,54
Real Time Conflict: Shogun Empires,0.07,35
Real World Golf,0.11,73
Rebelstar: Tactical Command,0.05,78
Record of Agarest War,0.07,67
Record of Agarest War,0.2,71
Record of Agarest War 2,0.14,56
ReCore,0.15,63
Red Bull BC One,0.09,48
RedCard 20-03,0.07,73
RedCard 20-03,0.03,67
RedCard 20-03,0.02,71
Red Dead Redemption,6.49,95
Red Dead Redemption,6.32,95
Red Dead Revolver,1.45,73
Red Dead Revolver,0.55,74
Red Faction,1.92,88
Red Faction: Armageddon,0.45,71
Red Faction: Armageddon,0.39,71
Red Faction: Armageddon,0.09,75
Red Faction: Guerrilla,0.87,85
Red Faction: Guerrilla,0.74,85
Red Faction: Guerrilla,0.03,82
Red Faction II,1.5,84
Red Faction II,0.12,74
Red Faction II,0.03,79
Red Ninja: End of Honor,0.04,47
Red Ninja: End of Honor,0.02,46
Red Orchestra 2: Heroes of Stalingrad,0.14,76
Red Steel,0.67,63
Red Steel 2,0.62,80
Reign of Fire,0.27,56
Reign of Fire,0.11,54
Remember Me,0.32,72
Remember Me,0.18,70
Remember Me,0.06,65
Rengoku: The Tower of Purgatory,0.11,43
Rengoku II:  The Stairway To H.E.A.V.E.N.,0.02,51
Republique,0.01,72
Resident Evil,5.05,91
Resident Evil: Dead Aim,0.35,65
Resident Evil: Deadly Silence,0.26,71
Resident Evil: Operation Raccoon City,1.17,52
Resident Evil: Operation Raccoon City,0.77,52
Resident Evil: Operation Raccoon City,0.04,48
Resident Evil: Outbreak,1.45,71
Resident Evil: Revelations,0.88,82
Resident Evil: Revelations,0.74,74
Resident Evil: Revelations,0.26,75
Resident Evil: Revelations,0.19,80
Resident Evil: Revelations,0.04,77
Resident Evil: Revelations 2,0.55,75
Resident Evil: Revelations 2,0.1,65
Resident Evil: Revelations 2,0.1,75
Resident Evil: Survivor,0.71,39
Resident Evil: The Darkside Chronicles,1.05,75
Resident Evil: The Mercenaries 3D,0.49,65
Resident Evil: The Umbrella Chronicles,1.52,75
Resident Evil 2,5.82,89
Resident Evil 2,0.06,59
Resident Evil 3: Nemesis,0.08,62
Resident Evil 4,3.62,96
Resident Evil 4,1.69,96
Resident Evil 4,0.03,76
Resident Evil 5,5.09,84
Resident Evil 5,3.5,83
Resident Evil 5,0.07,86
Resident Evil 6,3.1,74
Resident Evil 6,1.95,67
Resident Evil 6,0.04,69
Resident Evil 6,0.08,60
Resident Evil 6,0.05,63
Resident Evil Archives: Resident Evil,0.3,76
Resident Evil Archives: Resident Evil Zero,0.24,62
Resident Evil - Code: Veronica X,2.34,84
Resident Evil - Code: Veronica X,0.06,62
Resident Evil Outbreak File #2,0.57,58
Resistance: Burning Skies,0.41,60
Resistance: Fall of Man,4.34,86
Resistance: Retribution,0.89,81
Resistance 2,2.46,87
Resistance 3,1.48,83
Resonance of Fate,0.73,72
Resonance of Fate,0.33,74
Retro Atari Classics,0.13,51
Retro Game Challenge,0.11,77
Return to Castle Wolfenstein: Operation Resurrection,0.53,66
Return to Castle Wolfenstein: Tides of War,0.67,84
Return to PopoloCrois: A Story of Seasons Fairytale,0.16,72
Rez,0.05,78
Rhapsody: A Musical Adventure,0.05,67
Rhythm Heaven,3.11,83
Ribbit King,0.09,58
Ride,0.22,66
Ride,0.1,54
Ride,0.03,68
Ride 2,0.05,71
Ride 2,0.01,78
Ride to Hell,0.06,19
Ride to Hell,0.04,13
Ridge Racer,1.4,88
Ridge Racer,0.17,44
Ridge Racer 3D,0.49,75
Ridge Racer 6,0.2,74
Ridge Racer 7,1.36,78
Ridge Racer DS,0.15,63
Ridge Racer Unbounded,0.17,72
Ridge Racer Unbounded,0.11,71
Ridge Racer Unbounded,0.02,72
Ridge Racer V,1.24,78
Riding Spirits,0.26,59
RIFT,0.67,84
RIGS: Mechanized Combat League,0.11,79
Ring of Red,0.11,82
Rio,0.09,60
Risen,0.19,60
Risen,0.14,77
Risen 2: Dark Waters,0.22,69
Risen 2: Dark Waters,0.22,47
Risen 2: Dark Waters,0.14,60
Risen 3: Titan Lords,0.09,65
Risen 3: Titan Lords,0.08,36
Risen 3: Titan Lords,0.06,44
Rise of Nations,0.04,89
Rise of Nations: Rise of Legends,0.03,84
Rise of Nightmares,0.47,54
Rise of the Kasai,0.19,68
Rise of the Tomb Raider,1.38,86
Rise of the Tomb Raider,0.12,86
Risk: Global Domination,0.38,60
River City Ransom EX,0.07,75
Riviera: The Promised Land,0.1,76
Riviera: The Promised Land,0.09,68
RLH: Run Like Hell,0.1,58
RLH: Run Like Hell,0.04,55
RoadKill,0.17,71
RoadKill,0.08,68
Road Rash: Jailbreak,0.1,78
Road Trip,0.09,80
Robin Hood: Defender of the Crown,0.19,59
Robinson: The Journey,0.12,65
Robocalypse,0.07,78
RoboCop,0.02,30
Robot Alchemic Drive,0.07,79
Robotech: Battlecry,0.61,72
Robotech: Battlecry,0.16,74
Robotech: The Macross Saga,0.21,61
Robots,0.36,53
Rock 'N Roll Racing,0.05,80
Rock Band 2,2.2,92
Rock Band 2,1.49,91
Rock Band 2,1.02,92
Rock Band 3,0.88,93
Rock Band 3,0.63,91
Rock Band 3,0.57,91
Rock Band 3,0.09,79
Rock Band 4,0.47,79
Rock Band 4,0.38,78
Rock Band Unplugged,0.48,79
Rocket League,0.37,85
Rocket League,0.24,87
Rocket League,0.06,86
Rock of the Dead,0.05,48
Rock Revolution,0.27,38
Rocksmith,1.12,80
Rocksmith,1.12,77
Rockstar Games presents Table Tennis,0.75,81
Rockstar Games presents Table Tennis,1.26,68
Rocky,0.86,74
Rocky,0.15,74
Rocky: Legends,0.27,65
Rocky: Legends,0.1,67
Rocky Balboa,0.1,58
Rodea the Sky Soldier,0.12,45
Rodea the Sky Soldier,0.04,45
Rogue Galaxy,0.84,83
Rogue Ops,0.23,61
Rogue Trooper,0.04,71
Rogue Trooper,0.02,71
Rogue Trooper: Quartz Zone Massacre,0.07,70
Rogue Warrior,0.13,27
Rogue Warrior,0.11,28
Rollcage Stage II,0.09,85
RollerCoaster Tycoon,0.13,62
RollerCoaster Tycoon 2,1.25,74
RollerCoaster Tycoon 3,0.27,81
RollerCoaster Tycoon World,0.02,43
Rolling Stone: Drum King,0.1,32
Romance of the Three Kingdoms IX,0.07,74
Romance of the Three Kingdoms VII,0.32,72
Romance of the Three Kingdoms VIII,0.3,77
Romance of the Three Kingdoms X,0.09,71
Romance of the Three Kingdoms XI,0.07,69
Romancing SaGa,0.58,58
Rome: Total War,0.1,92
Root Letter,0.05,78
Root Letter,0.01,69
Rory McIlroy PGA Tour,0.52,61
Rory McIlroy PGA Tour,0.27,60
RPG Maker,0.5,66
RPG Maker 3,0.06,69
RPG Maker II,0.13,65
RTX Red Rock,0.08,49
R-Type Command,0.07,69
R-Type Final,0.19,79
Ruff Trigger: The Vanocore Conspiracy,0.02,57
Rugby 06,0.05,70
Rugby 08,0.04,74
Rugby 15,0.11,19
Rugby 15,0.09,20
Rugby 2004,0.22,61
Rugby 2005,0.09,71
Rugby 2005,0.05,75
Rugby Challenge 3,0.04,64
Rugby World Cup 2011,0.32,50
Rugby World Cup 2011,0.28,55
Rugby World Cup 2015,0.06,25
Rule of Rose,0.02,59
Rumble Racing,0.21,85
Rumble Roses,0.39,66
Rumble Roses XX,0.13,62
Runaway: A Twist of Fate,0.04,79
Rune: Viking Warlord,0.26,53
Rune Factory: A Fantasy Harvest Moon,0.53,78
Rune Factory: Frontier,0.37,79
Rune Factory: Tides of Destiny,0.23,55
Rune Factory 2: A Fantasy Harvest Moon,0.52,77
Rune Factory 3: A Fantasy Harvest Moon,0.4,77
Rune Factory 4,0.57,78
Rygar: The Battle of Argus,0.09,52
Rygar: The Legendary Adventure,0.46,83
Ryse: Son of Rome,1.38,60
S.L.A.I.: Steel Lancer Arena International,0.03,66
S.T.A.L.K.E.R.: Call of Pripyat,0.06,80
S.T.A.L.K.E.R.: Clear Sky,0.04,75
S.T.A.L.K.E.R.: Shadow of Chernobyl,0.06,82
Sabrina The Teenage Witch: Potion Commotion,0.11,63
Sacred 2: Fallen Angel,0.06,71
Sacred 2: Fallen Angel,0.61,70
Sacred 2: Fallen Angel,0.54,71
Sacred 3,0.1,56
Sacred 3,0.05,51
Sacred 3,0.02,57
SafeCracker: The Ultimate Puzzle Adventure,0.08,56
Saint Seiya: Brave Soldiers,0.07,55
Saint Seiya: Sanctuary Battle,0.23,62
Saint Seiya: Soldiers' Soul,0.18,59
Saints Row,2.18,81
Saints Row: Gat out of Hell,0.05,64
Saints Row: Gat out of Hell,0.01,65
Saints Row: The Third,2.76,84
Saints Row: The Third,2.47,82
Saints Row: The Third,0.38,84
Saints Row 2,3.03,81
Saints Row 2,1.68,82
Saints Row 2,0.04,72
Saints Row IV,1.66,81
Saints Row IV,1.25,76
Saints Row IV,0.19,86
Saiyuki: Journey West,0.05,73
"Sakura Wars: So Long,0.02,0.29
"Sakura Wars: So Long,0.01,0.1
Salt Lake 2002,0.14,49
Samba De Amigo,0.88,68
Samurai Champloo: Sidetracked,0.05,66
Samurai Jack: The Shadow of Aku,0.06,59
Samurai Shodown Anthology,0.06,74
Samurai Shodown Sen,0.08,46
Samurai Warriors,1.35,73
Samurai Warriors,0.07,71
Samurai Warriors: Katana,0.15,53
Samurai Warriors: State of War,0.18,64
Samurai Warriors: Xtreme Legends,0.45,72
Samurai Warriors 2,0.61,58
Samurai Warriors 2,0.08,52
Samurai Warriors 2: Empires,0.19,55
Samurai Warriors 2: Empires,0.04,53
Samurai Warriors 2: Xtreme Legends,0.09,50
Samurai Warriors 3,0.44,55
Samurai Warriors 4,0.24,76
Samurai Warriors 4,0.11,76
Samurai Warriors 4: Empires,0.1,71
Samurai Warriors 4-II,0.12,73
Samurai Warriors Chronicles,0.39,61
Samurai Warriors Chronicles 3,0.08,63
Samurai Warriors Chronicles 3,0.06,70
Samurai Western,0.08,58
Sands of Destruction,0.23,63
SAW,0.36,59
SAW,0.28,59
SAW,0.02,55
SBK: Snowboard Kids,0.02,63
SBK Superbike World Championship,0.25,59
SBK Superbike World Championship,0.21,63
SBK X: Superbike World Championship,0.21,73
SBK X: Superbike World Championship,0.19,74
Scaler,0.09,70
Scaler,0.04,69
Scarface: Money. Power. Respect.,0.16,58
Scarface: The World is Yours,1.19,75
Scarface: The World is Yours,0.49,76
Scarface: The World is Yours,0.04,73
Scarface: The World is Yours,0.14,71
Scene It? Box Office Smash,0.65,76
Scene It? Lights Camera Action,0.48,73
ScrapLand,0.02,73
Scribblenauts,2.16,79
Scribblenauts: Unlimited,0.61,73
Scribblenauts: Unlimited,0.37,73
Scribblenauts Unmasked: A DC Comics Adventure,0.1,71
Scribblenauts Unmasked: A DC Comics Adventure,0.1,68
Scurge: Hive,0.06,70
Seaman,0.52,82
Sébastien Loeb Rally Evo,0.04,71
Sébastien Loeb Rally Evo,0.01,63
Second Sight,0.14,76
